Date,Open,High,Low,Close,Volume
2022-01-01,18.0,18.052970743107135,17.94702925689286,18.0,3409132.94
2022-01-02,18.0,18.046739381036737,17.70464114414241,17.750733271144718,2419665.44
2022-01-03,17.750733271144718,18.044323957753978,17.036031240041034,17.322539761389258,3506100.77
2022-01-04,17.322539761389258,17.648718051248043,16.900987744799046,17.225335711200966,3515167.6
2022-01-05,17.225335711200966,17.39176954516034,16.827208681367004,16.9913820188906,4915200.11
2022-01-06,16.9913820188906,17.34432585733684,16.90028564570077,17.251833120348604,2828809.66
2022-01-07,17.251833120348604,17.531108029243793,17.115360149448104,17.393514270347833,2959493.52
2022-01-08,17.393514270347833,17.68456498645346,16.973995810190146,17.2628602547809,2577740.06
2022-01-09,17.2628602547809,17.732291274216617,16.939586847750398,17.40633115558513,3394074.52
2022-01-10,17.40633115558513,17.515927475376177,17.268751451153516,17.378170461411813,2996548.7
2022-01-11,17.378170461411813,17.42250155431272,17.261835644479753,17.305982588692576,3840469.18
2022-01-12,17.305982588692576,17.43673168657141,17.161633184119953,17.292278747579182,2691570.07
2022-01-13,17.292278747579182,17.940125075634867,17.137745133212515,17.781221987058366,3375610.66
2022-01-14,17.781221987058366,18.000082217613905,17.74469681765578,17.963183273741507,2826816.32
2022-01-15,17.963183273741507,18.21943982809813,17.625336037173646,17.880411802372304,1892677.09
2022-01-16,17.880411802372304,18.211303045116036,17.80458019014966,18.134394282035682,3510022.54
2022-01-17,18.134394282035682,18.44541636029945,18.071410965672122,18.381574551896215,1937890.16
2022-01-18,18.381574551896215,18.73380055508558,18.1068722880251,18.457956801575094,2882739.97
2022-01-19,18.457956801575094,18.750959964960735,18.07271184302033,18.36422713375189,2894016.79
2022-01-20,18.36422713375189,18.46178721475562,18.15507209860534,18.25203616432427,2993729.5
2022-01-21,18.25203616432427,18.541017442844744,17.66354500277072,17.94770790549272,3035693.75
2022-01-22,17.94770790549272,18.132266136613335,17.81570612130494,17.99988063250501,3028232.73
2022-01-23,17.99988063250501,18.13571115373135,17.695002122373406,17.82954727570712,3285045.35
2022-01-24,17.82954727570712,17.904498811038348,17.634464767140035,17.708909166120957,2919550.21
2022-01-25,17.708909166120957,17.99320137966337,17.601287663896812,17.88451269058309,5769218.6
2022-01-26,17.88451269058309,18.415471952164193,17.83626310933915,18.365923600569893,2753889.03
2022-01-27,18.365923600569893,18.735841528785706,18.107049933056523,18.475424411718997,2209928.15
