Date,Open,High,Low,Close,Volume
2022-01-01,18.0,18.26775656508116,17.73224343491884,18.0,3069774.29
2022-01-02,18.0,18.03612713777869,17.746897533949546,17.78258831272931,2279118.8
2022-01-03,17.78258831272931,18.072495118979287,17.154752931172276,17.43905923563689,4708028.76
2022-01-04,17.43905923563689,17.70242363870358,16.63028348397281,16.885284793979835,4095761.36
2022-01-05,16.885284793979835,17.367336563047445,16.60052323085822,17.079302983865688,2640868.67
2022-01-06,17.079302983865688,17.390544183844234,17.017284008961163,17.327623498618898,2012128.02
2022-01-07,17.327623498618898,17.42581524018644,16.713511339968154,16.808762814846816,3617354.66
2022-01-08,16.808762814846816,17.03060592246242,16.608238923354897,16.829830696963704,3165216.81
2022-01-09,16.829830696963704,16.962641093186203,16.603435386075535,16.735501395013756,5607434.65
2022-01-10,16.735501395013756,17.342987111157605,16.447233066412707,17.049313383854546,4542986.09
2022-01-11,17.049313383854546,17.224070093537133,16.82253364613855,16.99675159362534,3750683.37
2022-01-12,16.99675159362534,17.306642417417777,16.831360751692838,17.139859035262003,2804123.98
2022-01-13,17.139859035262003,17.2311379517069,16.94065061159041,17.031351668272002,2997420.8
2022-01-14,17.031351668272002,17.23771146319261,16.652156989967885,16.856396952001877,3451048.26
2022-01-15,16.856396952001877,17.195946870530147,16.71771826379945,17.0556290864326,3497012.54
2022-01-16,17.0556290864326,17.51419736830349,16.883204262848185,17.338908713692508,2681118.48
2022-01-17,17.338908713692508,17.458257687261405,16.892819775843613,17.009904110830032,2275354.04
2022-01-18,17.009904110830032,17.53356868330359,16.78946753692402,17.30925275829595,5182085.38
2022-01-19,17.30925275829595,17.6049836009688,16.76537458969999,17.056792109231036,3227201.88
2022-01-20,17.056792109231036,17.097216652640977,16.426249085984225,16.465271727959394,3557998.55
2022-01-21,16.465271727959394,16.571083601077582,16.363903412337248,16.46968809611967,2582588.08
2022-01-22,16.46968809611967,16.834267917996762,16.235945936248456,16.59869486008598,4502803.18
2022-01-23,16.59869486008598,16.843019470615747,15.98405083374047,16.222843091409185,4150258.94
2022-01-24,16.222843091409185,16.341220577554452,15.62861600933787,15.74349571540588,3248748.39
2022-01-25,15.74349571540588,15.85608200674379,15.515564921245918,15.62732040936908,3372583.32
2022-01-26,15.62732040936908,15.868647118697266,15.241476549104782,15.480536531359189,3436304.86
2022-01-27,15.480536531359189,15.997872452037292,15.293988905268831,15.807386137006883,3279519.19
2022-01-28,15.807386137006883,15.954255988606267,15.665102877386406,15.811931813074551,3678949.32
2022-01-29,15.811931813074551,16.03881674697916,15.764533288673523,15.990881794445322,3515906.25
2022-01-30,15.990881794445322,16.264197076606116,15.770937917486181,16.043529071584857,3062327.18
2022-01-31,16.043529071584857,16.551353826533536,15.926844649553804,16.431845185398103,2389313.69
2022-02-01,16.431845185398103,16.635397417171845,16.01178188827033,16.21261841170171,3179792.9
2022-02-02,16.21261841170171,16.455854379745347,15.949734648947429,16.192671353673703,3860187.22
2022-02-03,16.192671353673703,16.360086069725774,15.649713447182624,15.813204890240428,3785546.89
2022-02-04,15.813204890240428,16.11584982446832,15.709486941025194,16.010835626025944,4442664.7
2022-02-05,16.010835626025944,16.380923400719755,15.91709631428931,16.285575557567842,4561763.55
2022-02-06,16.285575557567842,16.74690658947479,16.04636403093864,16.504479678242994,3813536.25
2022-02-07,16.504479678242994,16.8023486739885,16.177649482309466,16.474986186400375,3353522.92
2022-02-08,16.474986186400375,16.79854746921646,15.792002474786766,16.10836345281062,3486947.45
2022-02-09,16.10836345281062,16.373488689339478,15.824118706250411,16.08892399148205,2771968.22
2022-02-10,16.08892399148205,16.29564546555893,15.72129037185416,15.925917426351088,3907782.36
2022-02-11,15.925917426351088,16.43581016834794,15.646292444657396,16.152211939931725,4455188.87
2022-02-12,16.152211939931725,16.29780593297962,15.90492848079358,16.049597520458562,4151865.42
2022-02-13,16.049597520458562,16.336554286521373,15.657427257491829,15.942468625919933,3677528.46
2022-02-14,15.942468625919933,16.639629356893945,15.787120506036871,16.479052604346528,3013153.86
2022-02-15,16.479052604346528,16.894076018941103,16.26950366207077,16.681947054713305,2927526.31
2022-02-16,16.681947054713305,17.044181750117012,16.597559372728842,16.95839561905128,3074691.59
2022-02-17,16.95839561905128,17.144082912633042,16.644563179001878,16.82883180334004,2666079.41
2022-02-18,16.82883180334004,16.965934297878295,16.416954894223217,16.551800447196158,3427459.79
2022-02-19,16.551800447196158,16.968393919049863,16.409502984723712,16.82375840714747,1590459.47
2022-02-20,16.82375840714747,17.430675455073406,16.608964283440255,17.21093808869692,2796737.59
2022-02-21,17.21093808869692,17.518564243637048,16.578148867526306,16.879857326325876,3254983.23
2022-02-22,16.879857326325876,17.164571537063292,16.4670085935649,16.749524467171263,5980863.94
2022-02-23,16.749524467171263,16.888232983277604,16.383590122510817,16.520401190737857,3203543.06
2022-02-24,16.520401190737857,16.896428224895505,16.269139836703076,16.643297718435253,3233191.76
2022-02-25,16.643297718435253,17.122424972871254,16.44595435810432,16.921779589755694,2598068.64
2022-02-26,16.921779589755694,17.061712478875233,16.690022158403327,16.829189382473245,4918653.6
2022-02-27,16.829189382473245,17.13792154282054,16.429340400963895,16.736369781983527,2611182.87
2022-02-28,16.736369781983527,16.818422637925515,16.16860595435679,16.248265798771133,5319346.41
2022-03-01,16.248265798771133,16.516243463685928,15.752124214420112,16.01627573841453,2659572.07
2022-03-02,16.01627573841453,16.48404018092864,15.923058721792582,16.388655858721343,4049358.61
