Date,Open,High,Low,Close,Volume
2020-01-01,8.0,8.130688901619397,7.869311098380603,8.0,4240644.87
2020-01-02,8.0,8.192081122005945,7.879920405958542,8.0709367706369,3127923.91
2020-01-03,8.0709367706369,8.119751625740626,7.880280638569916,7.928232385202393,2431963.75
2020-01-04,7.928232385202393,8.01592254107206,7.799415023384531,7.886645204549058,4718145.09
2020-01-05,7.886645204549058,8.07320803729758,7.84931024992674,8.035169974395545,3267624.23
2020-01-06,8.035169974395545,8.168303543517052,7.83657231469346,7.96860294432174,3410897.79
2020-01-07,7.96860294432174,8.167723841669858,7.858920037044144,8.056826590291024,2975945.34
2020-01-08,8.056826590291024,8.214930870266846,7.686825053663519,7.840687905484813,5064574.44
2020-01-09,7.840687905484813,7.875635218549413,7.7598322411006375,7.794574016521903,4065882.5
2020-01-10,7.794574016521903,7.881738074530741,7.598278090550863,7.684207962689108,3260005.72
2020-01-11,7.684207962689108,7.838650495252756,7.568697518649659,7.722563483881217,2354885.67
2020-01-12,7.722563483881217,7.858574522903762,7.461091669919336,7.594853459301797,7118233.69
2020-01-13,7.594853459301797,7.991516126001563,7.4629979995805265,7.855141759669523,6232907.52
2020-01-14,7.855141759669523,7.899413262335543,7.606707518453493,7.649821840046647,5450877.31
2020-01-15,7.649821840046647,7.946385975598834,7.499259753297636,7.7930057745949695,3187408.31
2020-01-16,7.7930057745949695,8.061228335724051,7.639762782848658,7.905767968997415,3352694.21
2020-01-17,7.905767968997415,8.101035172113901,7.752055682333497,7.946530340394046,4200348.16
2020-01-18,7.946530340394046,8.058232570251342,7.842867609142249,7.9544663139814595,3039027.79
2020-01-19,7.9544663139814595,8.337635784018202,7.8194405635525115,8.19846814288864,2967296.48
2020-01-20,8.19846814288864,8.563589277092564,8.170850742613432,8.534838777037955,5471980.99
2020-01-21,8.534838777037955,8.591154097061366,8.451028136126286,8.507160829091719,3747976.06
2020-01-22,8.507160829091719,8.561132121347905,8.476059276857534,8.52994726359064,2872072.29
2020-01-23,8.52994726359064,8.624630470706274,8.360954771721882,8.454803880301679,4821899.32
2020-01-24,8.454803880301679,8.618532365391703,8.136186581644036,8.296856391038329,3292102.73
2020-01-25,8.296856391038329,8.474811729041948,8.183313301473346,8.360399053470923,2316743.25
2020-01-26,8.360399053470923,8.481788437952197,8.274265723637722,8.39529558527035,2861362.59
2020-01-27,8.39529558527035,8.531895802807858,8.046634119317332,8.17972680795651,3339689.07
2020-01-28,8.17972680795651,8.339544253519543,8.082338557986963,8.241421463790275,4014813.58
2020-01-29,8.241421463790275,8.365094603084207,8.15704860936804,8.280323483092648,3966703.79
2020-01-30,8.280323483092648,8.390682866544283,8.09157635813881,8.200876884695012,5165198.94
2020-01-31,8.200876884695012,8.292828498069184,8.022621034977137,8.113593996617904,3581360.82
2020-02-01,8.113593996617904,8.281209485803164,8.003672535715719,8.170516844752177,3382407.72
2020-02-02,8.170516844752177,8.52554297380748,8.03613254369334,8.387588395713546,5187556.24
2020-02-03,8.387588395713546,8.530116389187057,8.300998848376862,8.442955260186375,4853383.85
2020-02-04,8.442955260186375,8.632528015696273,8.362997244638073,8.551541645546838,3602531.02
2020-02-05,8.551541645546838,8.65463885777873,8.33608705883543,8.43781316279124,4087806.27
2020-02-06,8.43781316279124,8.592103347330532,8.228973229461985,8.382247361914565,3374241.32
2020-02-07,8.382247361914565,8.547719495020063,8.301663108811592,8.466326927783157,2841865.21
2020-02-08,8.466326927783157,8.612451454721066,8.139760985546587,8.282716489042489,6581812.09
2020-02-09,8.282716489042489,8.42052149659161,8.174138924541788,8.311565749111915,3318553.4
2020-02-10,8.311565749111915,8.397969691100698,8.293087903031594,8.379341170185283,4090835.57
2020-02-11,8.379341170185283,8.467924601161732,8.286527810692274,8.37506604657407,2601697.73
2020-02-12,8.37506604657407,8.468293506427784,8.326577448424036,8.419547377487207,4568175.86
2020-02-13,8.419547377487207,8.468088029848415,8.379919982264779,8.428418880060931,2810989.7
